pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_year,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2,releasedate
Kepler-1320 b,Kepler-1320,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.324,0.123,-0.108,0.0,0.11811937,0.01097333,-0.00963511,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4792.0,168.0,-168.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,647.424,15.268,-14.592,2018-09-06
Kepler-1321 c,Kepler-1321,0,1,3,2016,Published Confirmed,0,2.23,3.824e-05,-3.826e-05,0.0,3.03,0.16,-0.16,0.0,0.27031896,0.01427427,-0.01427427,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,769.146,40.593,-36.779,2025-07-17
Kepler-1323 b,Kepler-1323,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.289,0.064,-0.055,0.0,0.11499688,0.0057097,-0.00490677,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6063.0,121.0,-121.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,465.417,4.879,-4.78,2018-09-06
Kepler-1324 b,Kepler-1324,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.554,0.387,-0.247,0.0,0.13863859,0.03452583,-0.02203586,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4820.0,169.0,-169.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,481.667,6.436,-6.27,2018-09-06
Kepler-1325 b,Kepler-1325,0,1,1,2016,Published Confirmed,0,33.87863998,9.28e-06,-9.28e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5470.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.13603,0.0233,-0.02263,0.0,973.368,22.06,-21.121,2016-07-28
Kepler-1328 b,Kepler-1328,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.342,0.081,-0.07,0.0,0.11972522,0.00722634,-0.00624498,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5597.0,112.0,-112.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,813.543,10.871,-10.871,2018-09-06
Kepler-133 c,Kepler-133,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,3.181,0.386,-0.194,0.0,0.28378981,0.03443661,-0.01730752,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5712.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,653.6,19.746,-18.64,2018-09-06
Kepler-1331 b,Kepler-1331,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.9,0.073,-0.079,0.0,0.08029262,0.00651262,-0.00704791,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4248.0,149.0,-149.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,319.197,2.614,-2.572,2018-09-06
Kepler-1332 b,Kepler-1332,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.395,0.069,-0.092,0.0,0.12445356,0.00615577,-0.00820769,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5581.0,112.0,-112.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,528.685,4.209,-4.209,2018-09-06
Kepler-1334 b,Kepler-1334,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,15.64588656,7.416e-05,-7.416e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5674.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.0276,0.0233,-0.02263,0.0,1223.04,34.12,-32.35,2018-09-25
Kepler-1334 b,Kepler-1334,0,1,1,2016,Published Confirmed,0,15.6458549294,7.70639e-05,-7.70639e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5674.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.0276,0.0233,-0.02263,0.0,1223.04,34.12,-32.35,2019-04-18
Kepler-1334 b,Kepler-1334,0,1,1,2016,Published Confirmed,0,15.646068,5.22e-06,-5.22e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5674.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,0.0276,0.0233,-0.02263,0.0,1223.04,34.12,-32.35,2016-07-28
Kepler-1335 b,Kepler-1335,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.386,0.118,-0.118,0.0,0.12365064,0.01052725,-0.01052725,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5032.0,176.0,-176.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,621.853,9.564,-9.283,2018-09-06
Kepler-1336 b,Kepler-1336,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.667,0.149,-0.148,0.0,0.2379338,0.01329289,-0.01320368,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5499.0,110.0,-110.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1126.64,22.84,-22.84,2018-09-06
Kepler-1336 c,Kepler-1336,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.211,0.575,-0.197,0.0,0.19725221,0.05129806,-0.01757516,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5499.0,110.0,-110.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1126.64,22.84,-22.84,2018-09-06
Kepler-1338 b,Kepler-1338,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.047,0.063,-0.061,0.0,0.09340708,0.00562048,-0.00544206,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5834.0,117.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,753.26,10.89,-10.589,2018-09-06
Kepler-1339 b,Kepler-1339,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.962,0.055,-0.057,0.0,0.08582389,0.00490677,-0.0050852,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5874.0,117.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,371.049,8.117,-7.783,2018-09-06
Kepler-134 b,Kepler-134,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.792,0.262,-0.126,0.0,0.15987153,0.02337407,-0.01124097,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5918.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,334.797,2.404,-2.371,2018-09-06
Kepler-134 b,Kepler-134,0,1,2,2014,Published Confirmed,0,5.317435416,3.824e-05,-3.826e-05,0.0,1.634,0.045,-0.045,0.0,0.14577597,0.00401464,-0.00401464,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,334.797,2.404,-2.371,2024-02-21
Kepler-134 c,Kepler-134,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.188,0.17,-0.149,0.0,0.10598626,0.01516638,-0.01329289,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5918.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,334.797,2.404,-2.371,2018-09-06
Kepler-134 c,Kepler-134,0,1,2,2014,Published Confirmed,0,10.10575303,3.824e-05,-3.826e-05,0.0,1.031,0.043,-0.043,0.0,0.09197982,0.00383621,-0.00383621,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,334.797,2.404,-2.371,2024-02-21
Kepler-1340 b,Kepler-1340,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.054,0.057,-0.07,0.0,0.09403158,0.0050852,-0.00624498,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5909.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,981.779,24.371,-23.236,2018-09-06
Kepler-1342 b,Kepler-1342,0,1,1,2016,Published Confirmed,0,2.2157205375,1.09895e-05,-1.09895e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5250.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.26092,0.0233,-0.02263,0.0,890.724,27.58,-25.998,2019-04-18
Kepler-1342 b,Kepler-1342,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.21571296,7.627e-06,-7.627e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5250.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.26092,0.0233,-0.02263,0.0,890.724,27.58,-25.998,2018-09-25
Kepler-1344 b,Kepler-1344,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.845,0.1,-0.089,0.0,0.16459988,0.0089214,-0.00794005,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5815.0,116.0,-116.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,853.959,13.2295,-13.2295,2018-09-06
Kepler-1345 b,Kepler-1345,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.953,0.536,-0.176,0.0,0.26344901,0.04781872,-0.01570167,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6333.0,127.0,-127.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1355.02,24.19,-24.19,2018-09-06
Kepler-1348 b,Kepler-1348,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.193,0.113,-0.18,0.0,0.19564636,0.01008118,-0.01605852,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5911.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1213.82,27.07,-27.07,2018-09-06
Kepler-1349 b,Kepler-1349,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.697,0.041,-0.036,0.0,0.06218218,0.00365778,-0.0032117,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5970.0,119.0,-119.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,276.323,1.907,-1.882,2018-09-06
Kepler-135 c,Kepler-135,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.392,0.347,-0.166,0.0,0.12418592,0.03095727,-0.01480953,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6014.0,120.0,-120.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,621.855,11.014,-10.644,2018-09-06
Kepler-1350 b,Kepler-1350,0,1,2,2016,Published Confirmed,0,4.5,3.824e-05,-3.826e-05,0.0,2.33,0.1,-0.1,0.0,0.20786903,0.00892142,-0.00892142,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,340.691,5.8225,-5.8225,2025-07-17
Kepler-1350 c,Kepler-1350,0,1,2,2016,Published Confirmed,0,1.77,3.824e-05,-3.826e-05,0.0,1.67,0.07,-0.08,0.0,0.14898768,0.00624499,-0.00713713,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,340.691,5.8225,-5.8225,2025-07-17
Kepler-1351 b,Kepler-1351,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.551,0.047,-0.044,0.0,0.04915693,0.00419306,-0.00392542,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4365.0,153.0,-153.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,202.782,0.695,-0.695,2018-09-06
Kepler-1352 b,Kepler-1352,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.88,0.051,-0.052,0.0,0.07850834,0.00454992,-0.00463913,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5870.0,117.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,670.829,5.535,-5.446,2018-09-06
Kepler-1353 b,Kepler-1353,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.86,0.485,-0.221,0.0,0.16593809,0.0432688,-0.0197163,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4847.0,170.0,-170.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,593.384,10.697,-10.331,2018-09-06
Kepler-1355 b,Kepler-1355,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,1.289590179,3.841e-06,-3.841e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5255.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.32922,0.0233,-0.02263,0.0,911.269,25.492,-24.165,2018-09-25
Kepler-1355 b,Kepler-1355,0,1,1,2016,Published Confirmed,0,1.2895962098,3.3248e-06,-3.3248e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5255.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.32922,0.0233,-0.02263,0.0,911.269,25.492,-24.165,2019-04-18
Kepler-1357 b,Kepler-1357,0,1,1,2016,Published Confirmed,0,3.0091070934,1.63239e-05,-1.63239e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5608.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.14555,0.0233,-0.02263,0.0,1015.69,26.04,-24.784,2019-04-18
Kepler-1357 b,Kepler-1357,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,3.00912491,1.464e-05,-1.464e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5608.0,123.0,-123.0,0.0,-0.0039,0.12,-0.14,0.0,-0.14555,0.0233,-0.02263,0.0,1015.69,26.04,-24.784,2018-09-25
Kepler-1357 b,Kepler-1357,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.22,0.091,-0.078,0.0,0.10884111,0.00811848,-0.00695869,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5708.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1015.69,26.04,-24.784,2018-09-06
Kepler-1359 b,Kepler-1359,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.295,0.124,-0.177,0.0,0.20474619,0.01106254,-0.01579088,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4699.0,94.0,-94.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,614.859,14.438,-13.8,2018-09-06
Kepler-1361 b,Kepler-1361,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.749,0.037,-0.059,0.0,0.0668213,0.00330092,-0.00526363,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5037.0,101.0,-101.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,389.143,2.095,-2.095,2018-09-06
Kepler-1362 b,Kepler-1362,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.499,0.202,-0.261,0.0,0.22294585,0.01802123,-0.02328486,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4651.0,163.0,-163.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,731.298,17.829,-17.014,2018-09-06
Kepler-1363 b,Kepler-1363,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.134,0.11,-0.09,0.0,0.1011687,0.00981354,-0.00802926,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4888.0,171.0,-171.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,541.714,6.523,-6.523,2018-09-06
Kepler-1364 b,Kepler-1364,0,1,1,2016,Published Confirmed,0,13.3226971286,4.18038e-05,-4.18038e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1056.9,7.6555,-7.526,2019-04-18
Kepler-1364 b,Kepler-1364,0,1,1,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,13.32191461,8.415e-05,-8.415e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1056.9,7.6555,-7.526,2018-09-25
Kepler-1364 b,Kepler-1364,0,1,1,2016,Published Confirmed,0,13.32180036,1.583e-05,-1.583e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1056.9,7.6555,-7.526,2016-07-28
Kepler-1365 b,Kepler-1365,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.372,0.09,-0.078,0.0,0.12240164,0.00802926,-0.00695869,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5700.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,840.128,11.884,-11.563,2018-09-06
Kepler-1365 c,Kepler-1365,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.201,0.08,-0.078,0.0,0.10714604,0.00713712,-0.00695869,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5700.0,114.0,-114.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,840.128,11.884,-11.563,2018-09-06
Kepler-1366 b,Kepler-1366,0,1,1,2016,Published Confirmed,0,2.16,3.824e-05,-3.826e-05,0.0,1.56,0.08,-0.08,0.0,0.13917412,0.00713713,-0.00713713,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,465.826,9.3285,-9.3285,2025-07-17
Kepler-1367 b,Kepler-1367,0,1,1,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.899,0.077,-0.047,0.0,0.08020341,0.00686948,-0.00419306,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4342.0,87.0,-87.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,401.484,5.078,-4.955,2018-09-06
Kepler-137 b,Kepler-137,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.614,0.171,-0.082,0.0,0.14399144,0.0152556,-0.00731555,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5237.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,302.979,1.849,-1.827,2018-09-06
Kepler-137 c,Kepler-137,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.258,0.094,-0.238,0.0,0.20144527,0.00838612,-0.02123294,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5237.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,302.979,1.849,-1.827,2018-09-06
Kepler-1370 c,Kepler-1370,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.539,0.256,-0.236,0.0,0.13730038,0.02283879,-0.02105451,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6190.0,124.0,-124.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,1004.1,16.0405,-16.0405,2018-09-06
Kepler-1371 b,Kepler-1371,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.943,0.253,-0.079,0.0,0.08412883,0.02257115,-0.00704791,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5260.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,515.334,5.4865,-5.4865,2018-09-06
Kepler-1371 c,Kepler-1371,0,1,2,2016,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.866,0.17,-0.134,0.0,0.07725935,0.01516638,-0.01195468,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5260.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,515.334,5.4865,-5.4865,2018-09-06
