pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_year,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2,releasedate
Kepler-307 b,Kepler-307,0,1,2,2013,Published Confirmed,0,10.41573989,1.43e-06,-1.43e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5523.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.12151,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2016-07-28
Kepler-307 b,Kepler-307,0,1,2,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,10.41572666,1.362e-05,-1.362e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5523.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.12151,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2018-09-25
Kepler-307 b,Kepler-307,0,1,2,2013,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.834,0.273,-0.207,0.0,0.25283255,0.02435543,-0.0184673,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5559.0,111.0,-111.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2018-09-06
Kepler-307 c,Kepler-307,0,1,2,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,13.08424286,2.609e-05,-2.609e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5523.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.12151,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2018-09-25
Kepler-307 c,Kepler-307,0,1,2,2013,Published Confirmed,0,13.08428012,2.54e-06,-2.54e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5523.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.12151,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2016-07-28
Kepler-307 c,Kepler-307,0,1,2,2013,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.554,0.277,-0.21,0.0,0.22785262,0.02471228,-0.01873495,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5559.0,111.0,-111.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,575.581,5.261,-5.167,2018-09-06
Kepler-309 b,Kepler-309,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.495,0.087,-0.072,0.0,0.13337497,0.00776162,-0.00642341,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4786.0,96.0,-96.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,544.568,5.874,-5.874,2018-09-06
Kepler-310 b,Kepler-310,0,1,3,2014,Published Confirmed,0,13.9306465555,5.97615e-05,-5.97615e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5490.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.23934,0.0233,-0.02263,0.0,602.268,7.031,-6.873,2019-04-18
Kepler-310 b,Kepler-310,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.417,0.145,-0.293,0.0,0.12641627,0.01293603,-0.02613971,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5451.0,109.0,-109.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,602.268,7.031,-6.873,2018-09-06
Kepler-310 b,Kepler-310,0,1,3,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,13.93068791,7.526e-05,-7.526e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5490.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.23934,0.0233,-0.02263,0.0,602.268,7.031,-6.873,2018-09-25
Kepler-311 b,Kepler-311,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.659,0.089,-0.079,0.0,0.14800607,0.00794005,-0.00704791,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5897.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,778.654,9.2165,-9.2165,2018-09-06
Kepler-311 c,Kepler-311,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.616,0.274,-0.143,0.0,0.14416986,0.02444464,-0.01275761,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5897.0,118.0,-118.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,778.654,9.2165,-9.2165,2018-09-06
Kepler-312 b,Kepler-312,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.513,0.093,-0.08,0.0,0.13498082,0.0082969,-0.00713712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,6224.0,124.0,-124.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,797.72,14.083,-13.611,2018-09-06
Kepler-313 b,Kepler-313,0,1,2,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,14.97031664,8.269e-05,-8.269e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2018-09-25
Kepler-313 b,Kepler-313,0,1,2,2014,Published Confirmed,0,14.9703985395,9.21231e-05,-9.21231e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2019-04-18
Kepler-313 b,Kepler-313,0,1,2,2014,Published Confirmed,0,14.97032363,6.75e-06,-6.75e-06,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2016-07-28
Kepler-313 c,Kepler-313,0,1,2,2014,Published Confirmed,0,32.27561961,3.645e-05,-3.645e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,586.531,7.6555,-7.526,2016-07-28
Kepler-314 b,Kepler-314,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.835,0.265,-0.053,0.0,0.07449371,0.02364172,-0.00472834,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5440.0,109.0,-109.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,268.881,1.78,-1.758,2018-09-06
Kepler-314 b,Kepler-314,0,1,2,2014,Published Confirmed,0,2.46106655,3.824e-05,-3.826e-05,0.0,0.78,0.037,-0.037,0.0,0.06958706,0.00330092,-0.00330092,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,268.881,1.78,-1.758,2024-02-21
Kepler-314 c,Kepler-314,0,1,2,2014,Published Confirmed,0,5.96040108,3.824e-05,-3.826e-05,0.0,2.767,0.147,-0.147,0.0,0.24685563,0.01311448,-0.01311448,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,268.881,1.78,-1.758,2024-02-21
Kepler-314 c,Kepler-314,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.834,0.12,-0.291,0.0,0.25283255,0.01070568,-0.02596128,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5440.0,109.0,-109.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,268.881,1.78,-1.758,2018-09-06
Kepler-316 b,Kepler-316,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.451,0.063,-0.095,0.0,0.12944955,0.00562048,-0.00847533,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4200.0,84.0,-84.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,384.938,3.914,-3.837,2018-09-06
Kepler-316 c,Kepler-316,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.598,0.081,-0.081,0.0,0.14256401,0.00722634,-0.00722634,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,4200.0,84.0,-84.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,384.938,3.914,-3.837,2018-09-06
Kepler-317 b,Kepler-317,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.898,0.108,-0.159,0.0,0.16932822,0.00963511,-0.01418503,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5323.0,106.0,-106.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2018-09-06
Kepler-317 b,Kepler-317,0,1,2,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.52418625,2.365e-05,-2.365e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.2078,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2018-09-25
Kepler-317 b,Kepler-317,0,1,2,2014,Published Confirmed,0,5.5242177689,2.95631e-05,-2.95631e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.2078,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2019-04-18
Kepler-317 c,Kepler-317,0,1,2,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.77514782,6.131e-05,-6.131e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.2078,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2018-09-25
Kepler-317 c,Kepler-317,0,1,2,2014,Published Confirmed,0,8.775,3.824e-05,-3.826e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2014-05-28
Kepler-317 c,Kepler-317,0,1,2,2014,Published Confirmed,0,8.7751948356,7.41169e-05,-7.41169e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5317.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.2078,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2019-04-18
Kepler-317 c,Kepler-317,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.609,0.098,-0.162,0.0,0.14354537,0.00874297,-0.01445267,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5323.0,106.0,-106.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,940.584,26.129,-24.777,2018-09-06
Kepler-319 b,Kepler-319,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.692,0.298,-0.166,0.0,0.15095013,0.02658578,-0.01480953,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5599.0,112.0,-112.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,503.436,4.7775,-4.7775,2018-09-06
Kepler-319 d,Kepler-319,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.0,0.123,-0.098,0.0,0.17842805,0.01097333,-0.00874297,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5599.0,112.0,-112.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,503.436,4.7775,-4.7775,2018-09-06
Kepler-32 b,Kepler-32,0,1,5,2011,Published Confirmed,0,5.9,3.824e-05,-3.826e-05,0.0,2.23,0.07,-0.07,0.0,0.19894762,0.00624499,-0.00624499,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,323.847,3.4025,-3.4025,2025-07-17
Kepler-32 c,Kepler-32,0,1,5,2011,Published Confirmed,0,8.75,3.824e-05,-3.826e-05,0.0,2.11,0.07,-0.07,0.0,0.18824192,0.00624499,-0.00624499,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,323.847,3.4025,-3.4025,2025-07-17
Kepler-32 d,Kepler-32,0,1,5,2012,Published Confirmed,0,22.78,3.824e-05,-3.826e-05,0.0,2.49,0.08,-0.08,0.0,0.2221433,0.00713713,-0.00713713,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,323.847,3.4025,-3.4025,2025-07-17
Kepler-32 e,Kepler-32,0,1,5,2012,Published Confirmed,0,2.9,3.824e-05,-3.826e-05,0.0,1.42,0.05,-0.05,0.0,0.12668413,0.00446071,-0.00446071,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,323.847,3.4025,-3.4025,2025-07-17
Kepler-32 f,Kepler-32,0,1,5,2012,Published Confirmed,0,0.74,3.824e-05,-3.826e-05,0.0,2.04,0.11,-0.12,0.0,0.18199692,0.00981356,-0.0107057,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,323.847,3.4025,-3.4025,2025-07-17
Kepler-321 b,Kepler-321,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.519,0.227,-0.071,0.0,0.1355161,0.02025158,-0.0063342,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5741.0,115.0,-115.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,384.542,3.389,-3.331,2018-09-06
Kepler-321 c,Kepler-321,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.29,0.097,-0.284,0.0,0.20430012,0.00865376,-0.02533678,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5741.0,115.0,-115.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,384.542,3.389,-3.331,2018-09-06
Kepler-322 b,Kepler-322,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,0.895,0.061,-0.044,0.0,0.07984655,0.00544206,-0.00392542,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5414.0,108.0,-108.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,400.48,2.637,-2.604,2018-09-06
Kepler-322 c,Kepler-322,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.507,0.08,-0.064,0.0,0.13444553,0.00713712,-0.0057097,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5414.0,108.0,-108.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,400.48,2.637,-2.604,2018-09-06
Kepler-323 b,Kepler-323,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.595,0.104,-0.241,0.0,0.14229637,0.00927826,-0.02150058,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5935.0,119.0,-119.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,454.883,6.637,-6.452,2018-09-06
Kepler-323 b,Kepler-323,0,1,2,2014,Published Confirmed,0,1.678327,3e-06,-3e-06,0.0,1.43,0.28,-0.28,0.0,0.128,0.025,-0.025,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5987.0,150.0,-150.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,454.883,6.637,-6.452,2014-05-14
Kepler-323 c,Kepler-323,0,1,2,2014,Published Confirmed,0,3.553822,8e-06,-8e-06,0.0,1.63,0.32,-0.32,0.0,0.145,0.029,-0.029,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5987.0,150.0,-150.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,454.883,6.637,-6.452,2014-05-14
Kepler-323 c,Kepler-323,0,1,2,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.649,0.074,-0.131,0.0,0.14711393,0.00660184,-0.01168704,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5935.0,119.0,-119.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,454.883,6.637,-6.452,2018-09-06
Kepler-324 b,Kepler-324,0,1,4,2014,Published Confirmed,0,4.385384291,1.71036e-05,-1.71036e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5214.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.30825,0.0233,-0.02263,0.0,501.574,3.681,-3.629,2019-04-18
Kepler-324 b,Kepler-324,0,1,4,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.176,0.062,-0.066,0.0,0.10491569,0.00553127,-0.00588813,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5233.0,105.0,-105.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,501.574,3.681,-3.629,2018-09-06
Kepler-324 b,Kepler-324,0,1,4,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.38536428,1.366e-05,-1.366e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5214.0,122.0,-122.0,0.0,-0.0039,0.12,-0.14,0.0,-0.30825,0.0233,-0.02263,0.0,501.574,3.681,-3.629,2018-09-25
Kepler-325 b,Kepler-325,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.64,0.322,-0.244,0.0,0.23552502,0.02872692,-0.02176822,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5541.0,111.0,-111.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,823.242,14.211,-14.211,2018-09-06
Kepler-325 d,Kepler-325,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,2.306,0.661,-0.209,0.0,0.20572754,0.05897047,-0.01864573,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5541.0,111.0,-111.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,823.242,14.211,-14.211,2018-09-06
Kepler-326 b,Kepler-326,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.729,0.107,-0.081,0.0,0.15425105,0.0095459,-0.00722634,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5184.0,104.0,-104.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,487.675,10.683,-10.683,2018-09-06
Kepler-326 c,Kepler-326,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.913,0.096,-0.113,0.0,0.17066643,0.00856455,-0.01008118,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5184.0,104.0,-104.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,487.675,10.683,-10.683,2018-09-06
Kepler-326 d,Kepler-326,0,1,3,2014,Published Confirmed,0,10.3385215,3.824e-05,-3.826e-05,0.0,1.816,0.352,-0.143,0.0,0.16201267,0.03140334,-0.01275761,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5184.0,104.0,-104.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,487.675,10.683,-10.683,2018-09-06
Kepler-327 b,Kepler-327,0,1,3,2014,Published Confirmed,0,2.55,3.824e-05,-3.826e-05,0.0,1.34,0.05,-0.05,0.0,0.119547,0.00446071,-0.00446071,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,241.987,1.469,-1.469,2025-07-17
Kepler-327 b,Kepler-327,0,1,3,2014,Published Confirmed,0,2.55,3.824e-05,-3.826e-05,0.0,2.3,0.37,-0.22,0.0,0.20519226,0.03300919,-0.01962712,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,241.987,1.469,-1.469,2014-05-28
Kepler-327 c,Kepler-327,0,1,3,2014,Published Confirmed,0,5.21,3.824e-05,-3.826e-05,0.0,1.25,0.05,-0.06,0.0,0.11151772,0.00446071,-0.00535285,0.0,190.53508499999998,17.162776989999998,-15.8915,0.0,0.6,0.054,-0.05,0.0,,797.0,21.0,-20.0,0.0,,5613.0,113.0,-117.0,0.0,-0.0039,0.12,-0.14,0.0,-0.08221,0.0233,-0.02263,0.0,241.987,1.469,-1.469,2025-07-17
